PROMO_ID,MCC_GROUP,MERCHANT_CATEGORY,GENDER,RELIGION,PROMO_LOCATION,START_DATE,END_DATE,SEGMENTATION,TOTAL_ASSETS,ACCOUNT_AGE,TRANSACTION_TIME
PROMO_5347,GUARDIAN,Others/Miscellaneous (Promo lainnya),Perempuan,Kristen,Bandung,04/03/24,03/08/24,Emerging Wealth,Group 2,Group 3,WEEKDAY - WORKING TIME
PROMO_5348,GUARDIAN,Travel dan Transportasi,Laki-laki,Kristen,Padang,16/02/24,23/07/24,Working Professionals,Group 1,Group 5,WEEKDAY - WORKING TIME
PROMO_5349,GUARDIAN,Makanan dan Minuman,Laki-laki,Hindu,Surabaya,10/03/24,19/06/24,Minimal,Group 5,Group 3,WEEKDAY - RESTING TIME
PROMO_5350,FORE,Makanan dan Minuman,Laki-laki,Hindu,Malang,18/02/24,18/08/24,Emerging Wealth,Group 4,Group 4,WEEKDAY - RESTING TIME
PROMO_5351,FORE,Travel dan Transportasi,Laki-laki,Kristen,Malang,16/03/24,08/10/24,Emerging Wealth,Group 2,Group 3,WEEKDAY - WORKING TIME
PROMO_5352,SOCIOLLA,Others/Miscellaneous (Promo lainnya),Perempuan,Konghucu,Manado,06/03/24,06/07/24,Mature High Networth,Group 4,Group 2,WEEKDAY - RESTING TIME
PROMO_5353,TUKU,Kesehatan dan Kecantikan,Laki-laki,Hindu,Papua,24/03/24,21/07/24,Wealthy Achievers,Group 4,Group 5,WEEKEND - WEEKEND
PROMO_5354,SHOPEE,Travel dan Transportasi,Laki-laki,Agama Lainnya,Malang,06/02/24,31/05/24,Emerging Wealth,Group 3,Group 3,WEEKEND - WEEKEND
PROMO_5355,DAYTRANS,Others/Miscellaneous (Promo lainnya),Perempuan,Islam,Nasional,03/03/24,06/08/24,Mature High Networth,Group 5,Group 5,WEEKEND - WEEKEND
PROMO_5356,INDOMARET,Travel dan Transportasi,Perempuan,Buddha,Bandung,28/01/24,31/07/24,Silver Ager,Group 5,Group 4,WEEKEND - WEEKEND
PROMO_5357,FORE,Travel dan Transportasi,Perempuan,Konghucu,Malang,22/01/24,25/08/24,Emerging Wealth,Group 2,Group 5,WEEKDAY - TRAVELING TIME
PROMO_5358,IBOX,Gaya Hidup,Perempuan,Katolik,Papua,04/03/24,01/07/24,Young Gen & Early Jobber,Group 2,Group 2,WEEKDAY - TRAVELING TIME
PROMO_5359,GUARDIAN,Gadget dan Elektronik,Laki-laki,Kristen,Semarang,01/01/24,05/08/24,Wealthy Achievers,Group 5,Group 5,WEEKDAY - RESTING TIME
PROMO_5360,DAYTRANS,E-Commerce,Perempuan,Kristen,Balikpapan,29/01/24,14/05/24,Mature High Networth,Group 5,Group 5,WEEKDAY - WORKING TIME
PROMO_5361,ALFAMART,Kesehatan dan Kecantikan,Laki-laki,Katolik,Denpasar,24/01/24,25/05/24,Minimal,Group 1,Group 1,WEEKDAY - RESTING TIME
PROMO_5362,SOLARIA,Telco,Laki-laki,Islam,Papua,30/03/24,14/07/24,Young Gen & Early Jobber,Group 1,Group 3,WEEKEND - WEEKEND
PROMO_5363,FORE,Makanan dan Minuman,Perempuan,Islam,Palembang,16/02/24,24/08/24,Wealthy Achievers,Group 5,Group 3,WEEKDAY - WORKING TIME
PROMO_5364,GUARDIAN,Kesehatan dan Kecantikan,Laki-laki,Agama Lainnya,Malang,17/02/24,17/08/24,All Segment,Group 3,Group 2,WEEKDAY - WORKING TIME
PROMO_5365,FORE,Telco,Laki-laki,Konghucu,Papua,10/03/24,13/09/24,Wealthy Achievers,Group 4,Group 1,WEEKDAY - WORKING TIME
PROMO_5366,IKEA,E-Commerce,Laki-laki,Konghucu,Denpasar,15/02/24,12/09/24,Minimal,Group 5,Group 4,WEEKDAY - WORKING TIME
PROMO_5367,SOCIOLLA,Makanan dan Minuman,Laki-laki,Buddha,Malang,31/01/24,07/09/24,Minimal,Group 4,Group 4,WEEKDAY - RESTING TIME
PROMO_5368,SOLARIA,E-Commerce,Laki-laki,Buddha,Padang,17/02/24,07/10/24,Silver Ager,Group 1,Group 5,WEEKDAY - TRAVELING TIME
PROMO_5369,TUKU,E-Commerce,Laki-laki,Konghucu,Palembang,10/01/24,02/08/24,Wealthy Achievers,Group 2,Group 3,WEEKDAY - WORKING TIME
PROMO_5370,GUARDIAN,Telco,Laki-laki,Konghucu,Denpasar,17/03/24,20/05/24,Silver Ager,Group 5,Group 3,WEEKDAY - RESTING TIME
PROMO_5371,SOLARIA,E-Commerce,Perempuan,Katolik,Makassar,13/01/24,17/10/24,All Segment,Group 3,Group 2,WEEKDAY - RESTING TIME
PROMO_5372,TUKU,Makanan dan Minuman,Laki-laki,Kristen,Bandung,05/01/24,26/09/24,Mature High Networth,Group 5,Group 2,WEEKDAY - RESTING TIME
PROMO_5373,ERAFONE,Travel dan Transportasi,Perempuan,Buddha,Nasional,24/02/24,13/06/24,Wealthy Achievers,Group 3,Group 4,WEEKDAY - TRAVELING TIME
PROMO_5374,FORE,Kesehatan dan Kecantikan,Perempuan,Konghucu,Nasional,20/01/24,21/07/24,Mature High Networth,Group 1,Group 3,WEEKEND - WEEKEND
PROMO_5375,INDOMARET,Gadget dan Elektronik,Perempuan,Katolik,Papua,29/01/24,11/06/24,Wealthy Achievers,Group 1,Group 4,WEEKDAY - WORKING TIME
PROMO_5376,INDOMARET,Others/Miscellaneous (Promo lainnya),Laki-laki,Hindu,Denpasar,18/01/24,11/05/24,Young Gen & Early Jobber,Group 1,Group 1,WEEKDAY - TRAVELING TIME
PROMO_5377,SHOPEE,Kesehatan dan Kecantikan,Perempuan,Hindu,Malang,21/01/24,15/08/24,Mature High Networth,Group 2,Group 3,WEEKDAY - RESTING TIME
PROMO_5378,SOCIOLLA,Telco,Laki-laki,Katolik,Yogyakarta,28/01/24,29/10/24,Working Professionals,Group 1,Group 1,WEEKDAY - TRAVELING TIME
PROMO_5379,INDOMARET,E-Commerce,Perempuan,Buddha,Semarang,17/02/24,06/09/24,Emerging Wealth,Group 3,Group 5,WEEKDAY - RESTING TIME
PROMO_5380,INDOMARET,Gadget dan Elektronik,Laki-laki,Islam,Semarang,29/03/24,07/10/24,Young Gen & Early Jobber,Group 4,Group 3,WEEKDAY - WORKING TIME
PROMO_5381,FORE,Gadget dan Elektronik,Laki-laki,Buddha,Bandung,28/03/24,05/09/24,Wealthy Achievers,Group 3,Group 1,WEEKDAY - RESTING TIME
PROMO_5382,IBOX,E-Commerce,Laki-laki,Katolik,Palembang,11/01/24,12/10/24,Silver Ager,Group 5,Group 1,WEEKDAY - TRAVELING TIME
PROMO_5383,INDOMARET,Others/Miscellaneous (Promo lainnya),Laki-laki,Kristen,Manado,02/03/24,15/08/24,Young Gen & Early Jobber,Group 1,Group 2,WEEKDAY - TRAVELING TIME
PROMO_5384,INDOMARET,Travel dan Transportasi,Laki-laki,Islam,Malang,04/02/24,16/05/24,Working Professionals,Group 5,Group 1,WEEKDAY - WORKING TIME
PROMO_5385,ALFAMART,Travel dan Transportasi,Laki-laki,Agama Lainnya,Makassar,26/02/24,02/08/24,Working Professionals,Group 3,Group 1,WEEKDAY - WORKING TIME
PROMO_5386,INDOMARET,Others/Miscellaneous (Promo lainnya),Perempuan,Katolik,Medan,13/02/24,02/05/24,Wealthy Achievers,Group 3,Group 2,WEEKDAY - WORKING TIME
PROMO_5387,ALFAMART,Makanan dan Minuman,Laki-laki,Buddha,Nasional,16/03/24,08/09/24,Wealthy Achievers,Group 3,Group 1,WEEKDAY - WORKING TIME
PROMO_5388,TUKU,Kesehatan dan Kecantikan,Laki-laki,Hindu,Yogyakarta,17/02/24,10/10/24,Emerging Wealth,Group 5,Group 4,WEEKDAY - RESTING TIME
PROMO_5389,SOLARIA,Gadget dan Elektronik,Perempuan,Buddha,Makassar,12/03/24,03/07/24,Wealthy Achievers,Group 5,Group 4,WEEKEND - WEEKEND
PROMO_5390,SOLARIA,Makanan dan Minuman,Laki-laki,Buddha,Makassar,04/02/24,12/10/24,Working Professionals,Group 4,Group 3,WEEKDAY - TRAVELING TIME
PROMO_5391,FORE,Gaya Hidup,Perempuan,Hindu,Semarang,05/02/24,12/07/24,All Segment,Group 3,Group 2,WEEKDAY - RESTING TIME
PROMO_5392,IKEA,Telco,Laki-laki,Agama Lainnya,Papua,10/03/24,22/05/24,Young Gen & Early Jobber,Group 5,Group 5,WEEKDAY - WORKING TIME
PROMO_5393,TUKU,Others/Miscellaneous (Promo lainnya),Perempuan,Islam,Yogyakarta,27/01/24,13/05/24,Emerging Wealth,Group 1,Group 1,WEEKEND - WEEKEND
PROMO_5394,ALFAMART,Gaya Hidup,Laki-laki,Kristen,Palembang,16/01/24,09/10/24,Mature High Networth,Group 3,Group 5,WEEKDAY - TRAVELING TIME
PROMO_5395,TUKU,Gaya Hidup,Laki-laki,Buddha,Palembang,04/02/24,01/10/24,All Segment,Group 2,Group 1,WEEKDAY - WORKING TIME
PROMO_5396,FORE,Gadget dan Elektronik,Laki-laki,Islam,Bandung,04/03/24,30/10/24,All Segment,Group 5,Group 4,WEEKEND - WEEKEND
PROMO_5397,SHOPEE,Makanan dan Minuman,Perempuan,Katolik,Semarang,09/01/24,11/09/24,Wealthy Achievers,Group 1,Group 2,WEEKDAY - RESTING TIME
PROMO_5398,DAYTRANS,Gaya Hidup,Laki-laki,Kristen,Yogyakarta,04/03/24,03/10/24,All Segment,Group 2,Group 3,WEEKDAY - RESTING TIME
PROMO_5399,GUARDIAN,E-Commerce,Perempuan,Agama Lainnya,Padang,11/01/24,31/07/24,Mature High Networth,Group 1,Group 4,WEEKDAY - TRAVELING TIME
PROMO_5400,FORE,Gadget dan Elektronik,Laki-laki,Konghucu,Papua,11/01/24,02/09/24,Minimal,Group 2,Group 1,WEEKDAY - WORKING TIME
PROMO_5401,GUARDIAN,Telco,Laki-laki,Konghucu,Papua,14/01/24,18/07/24,Silver Ager,Group 1,Group 1,WEEKDAY - WORKING TIME
PROMO_5402,FORE,Travel dan Transportasi,Laki-laki,Buddha,Manado,02/01/24,26/07/24,Working Professionals,Group 1,Group 4,WEEKDAY - TRAVELING TIME
PROMO_5403,SHOPEE,Others/Miscellaneous (Promo lainnya),Laki-laki,Agama Lainnya,Balikpapan,26/02/24,26/06/24,Young Gen & Early Jobber,Group 5,Group 2,WEEKDAY - RESTING TIME
PROMO_5404,GUARDIAN,Kesehatan dan Kecantikan,Perempuan,Agama Lainnya,Semarang,25/02/24,26/06/24,Working Professionals,Group 2,Group 4,WEEKDAY - TRAVELING TIME
PROMO_5405,ALFAMART,Travel dan Transportasi,Laki-laki,Agama Lainnya,Medan,19/01/24,09/08/24,Young Gen & Early Jobber,Group 2,Group 3,WEEKDAY - WORKING TIME
PROMO_5406,INDOMARET,Gaya Hidup,Perempuan,Kristen,Balikpapan,30/01/24,16/07/24,Working Professionals,Group 2,Group 5,WEEKDAY - RESTING TIME
PROMO_5407,DAYTRANS,Gadget dan Elektronik,Perempuan,Konghucu,Nasional,03/03/24,11/07/24,Young Gen & Early Jobber,Group 2,Group 1,WEEKDAY - RESTING TIME
PROMO_5408,IBOX,Travel dan Transportasi,Perempuan,Kristen,Palembang,27/03/24,19/06/24,All Segment,Group 5,Group 3,WEEKEND - WEEKEND
PROMO_5409,GUARDIAN,E-Commerce,Perempuan,Buddha,Surabaya,11/03/24,20/05/24,All Segment,Group 3,Group 4,WEEKEND - WEEKEND
PROMO_5410,ALFAMART,Travel dan Transportasi,Perempuan,Kristen,Balikpapan,14/02/24,21/06/24,Silver Ager,Group 4,Group 3,WEEKDAY - TRAVELING TIME
PROMO_5411,SOCIOLLA,Travel dan Transportasi,Perempuan,Katolik,Surabaya,25/01/24,19/08/24,Young Gen & Early Jobber,Group 2,Group 4,WEEKDAY - RESTING TIME
PROMO_5412,TUKU,Travel dan Transportasi,Laki-laki,Buddha,Surabaya,03/01/24,15/10/24,Emerging Wealth,Group 4,Group 3,WEEKDAY - RESTING TIME
PROMO_5413,INDOMARET,Kesehatan dan Kecantikan,Laki-laki,Islam,Semarang,18/01/24,05/05/24,Silver Ager,Group 5,Group 3,WEEKEND - WEEKEND
PROMO_5414,SHOPEE,Travel dan Transportasi,Laki-laki,Islam,Papua,13/02/24,04/07/24,Minimal,Group 4,Group 2,WEEKDAY - WORKING TIME
PROMO_5415,TUKU,Makanan dan Minuman,Laki-laki,Agama Lainnya,Malang,15/03/24,29/08/24,Wealthy Achievers,Group 3,Group 3,WEEKEND - WEEKEND
PROMO_5416,ERAFONE,Gaya Hidup,Laki-laki,Hindu,Makassar,03/01/24,07/09/24,Young Gen & Early Jobber,Group 4,Group 2,WEEKDAY - TRAVELING TIME
PROMO_5417,ERAFONE,Travel dan Transportasi,Perempuan,Konghucu,Jakarta,08/01/24,08/09/24,Wealthy Achievers,Group 2,Group 4,WEEKEND - WEEKEND
PROMO_5418,IKEA,Telco,Perempuan,Konghucu,Bandung,10/03/24,30/06/24,Minimal,Group 3,Group 1,WEEKDAY - WORKING TIME
PROMO_5419,FORE,Gadget dan Elektronik,Laki-laki,Kristen,Medan,21/02/24,25/07/24,Minimal,Group 4,Group 4,WEEKDAY - RESTING TIME
PROMO_5420,DAYTRANS,Gaya Hidup,Perempuan,Islam,Makassar,28/01/24,10/08/24,Young Gen & Early Jobber,Group 2,Group 1,WEEKDAY - WORKING TIME
PROMO_5421,ALFAMART,Travel dan Transportasi,Perempuan,Agama Lainnya,Makassar,07/03/24,20/09/24,Minimal,Group 3,Group 3,WEEKEND - WEEKEND
PROMO_5422,SHOPEE,E-Commerce,Perempuan,Islam,Bandung,04/01/24,12/06/24,Mature High Networth,Group 1,Group 1,WEEKDAY - WORKING TIME
PROMO_5423,IKEA,Kesehatan dan Kecantikan,Perempuan,Hindu,Manado,03/02/24,19/07/24,Working Professionals,Group 3,Group 1,WEEKDAY - RESTING TIME
PROMO_5424,TUKU,E-Commerce,Perempuan,Islam,Malang,10/02/24,02/09/24,Working Professionals,Group 3,Group 3,WEEKDAY - TRAVELING TIME
PROMO_5425,IKEA,Kesehatan dan Kecantikan,Laki-laki,Buddha,Malang,14/03/24,18/06/24,Minimal,Group 3,Group 5,WEEKDAY - WORKING TIME
PROMO_5426,IBOX,Telco,Laki-laki,Konghucu,Papua,20/01/24,21/09/24,Mature High Networth,Group 1,Group 5,WEEKDAY - WORKING TIME
PROMO_5427,IBOX,Makanan dan Minuman,Laki-laki,Agama Lainnya,Semarang,18/03/24,17/10/24,Wealthy Achievers,Group 2,Group 3,WEEKEND - WEEKEND
PROMO_5428,SOLARIA,Gadget dan Elektronik,Perempuan,Islam,Palembang,05/03/24,09/09/24,Wealthy Achievers,Group 4,Group 4,WEEKDAY - TRAVELING TIME
PROMO_5429,FORE,Gadget dan Elektronik,Perempuan,Konghucu,Palembang,08/03/24,16/07/24,All Segment,Group 2,Group 1,WEEKDAY - RESTING TIME
PROMO_5430,SOCIOLLA,Gadget dan Elektronik,Perempuan,Hindu,Semarang,29/03/24,02/07/24,Emerging Wealth,Group 4,Group 2,WEEKDAY - TRAVELING TIME
PROMO_5431,ERAFONE,E-Commerce,Laki-laki,Konghucu,Palembang,24/03/24,01/09/24,Emerging Wealth,Group 1,Group 2,WEEKDAY - RESTING TIME
PROMO_5432,IBOX,Gadget dan Elektronik,Perempuan,Hindu,Bandung,19/01/24,16/09/24,Wealthy Achievers,Group 3,Group 4,WEEKDAY - RESTING TIME
PROMO_5433,IBOX,Others/Miscellaneous (Promo lainnya),Laki-laki,Agama Lainnya,Padang,31/01/24,26/09/24,Young Gen & Early Jobber,Group 5,Group 3,WEEKDAY - TRAVELING TIME
PROMO_5434,GUARDIAN,Telco,Perempuan,Katolik,Bandung,22/01/24,02/10/24,Young Gen & Early Jobber,Group 3,Group 5,WEEKDAY - TRAVELING TIME
PROMO_5435,SHOPEE,Gadget dan Elektronik,Laki-laki,Kristen,Semarang,05/03/24,26/05/24,Minimal,Group 2,Group 3,WEEKDAY - TRAVELING TIME
PROMO_5436,ALFAMART,Telco,Perempuan,Islam,Jakarta,15/03/24,10/08/24,Silver Ager,Group 3,Group 3,WEEKDAY - WORKING TIME
PROMO_5437,ERAFONE,Gadget dan Elektronik,Perempuan,Hindu,Denpasar,22/01/24,23/10/24,Young Gen & Early Jobber,Group 5,Group 2,WEEKDAY - RESTING TIME
PROMO_5438,SOLARIA,E-Commerce,Perempuan,Hindu,Semarang,28/01/24,11/09/24,Working Professionals,Group 1,Group 5,WEEKDAY - WORKING TIME
PROMO_5439,TUKU,Gaya Hidup,Perempuan,Hindu,Manado,10/03/24,12/07/24,Mature High Networth,Group 1,Group 3,WEEKEND - WEEKEND
PROMO_5440,DAYTRANS,Kesehatan dan Kecantikan,Laki-laki,Buddha,Makassar,28/02/24,12/09/24,Young Gen & Early Jobber,Group 3,Group 4,WEEKDAY - WORKING TIME
PROMO_5441,TUKU,Makanan dan Minuman,Laki-laki,Kristen,Padang,14/03/24,02/10/24,Silver Ager,Group 4,Group 2,WEEKDAY - TRAVELING TIME
PROMO_5442,ALFAMART,Makanan dan Minuman,Perempuan,Agama Lainnya,Denpasar,16/02/24,24/07/24,All Segment,Group 4,Group 1,WEEKDAY - RESTING TIME
PROMO_5443,DAYTRANS,Gaya Hidup,Laki-laki,Konghucu,Medan,10/01/24,31/07/24,Emerging Wealth,Group 4,Group 4,WEEKEND - WEEKEND
PROMO_5444,DAYTRANS,Telco,Perempuan,Katolik,Surabaya,17/02/24,09/08/24,Young Gen & Early Jobber,Group 3,Group 3,WEEKDAY - TRAVELING TIME
PROMO_5445,SHOPEE,Gaya Hidup,Laki-laki,Kristen,Bandung,31/01/24,03/05/24,Young Gen & Early Jobber,Group 4,Group 3,WEEKDAY - WORKING TIME
PROMO_5446,FORE,Gaya Hidup,Laki-laki,Buddha,Jakarta,25/01/24,07/08/24,Silver Ager,Group 3,Group 5,WEEKEND - WEEKEND
PROMO_5447,SOLARIA,Kesehatan dan Kecantikan,Laki-laki,Katolik,Surabaya,14/01/24,20/06/24,Young Gen & Early Jobber,Group 5,Group 1,WEEKDAY - TRAVELING TIME
PROMO_5448,FORE,E-Commerce,Laki-laki,Konghucu,Surabaya,18/03/24,12/09/24,Emerging Wealth,Group 3,Group 3,WEEKDAY - RESTING TIME
PROMO_5449,ERAFONE,Kesehatan dan Kecantikan,Laki-laki,Buddha,Palembang,28/02/24,29/05/24,Minimal,Group 4,Group 5,WEEKDAY - WORKING TIME
PROMO_5450,SHOPEE,Telco,Perempuan,Konghucu,Padang,27/03/24,02/05/24,Wealthy Achievers,Group 3,Group 4,WEEKDAY - RESTING TIME
PROMO_5451,DAYTRANS,E-Commerce,Laki-laki,Kristen,Semarang,09/03/24,24/09/24,Young Gen & Early Jobber,Group 4,Group 3,WEEKEND - WEEKEND
PROMO_5452,DAYTRANS,Gadget dan Elektronik,Perempuan,Katolik,Padang,31/01/24,24/07/24,Wealthy Achievers,Group 5,Group 1,WEEKEND - WEEKEND
PROMO_5453,SOLARIA,Others/Miscellaneous (Promo lainnya),Perempuan,Buddha,Denpasar,17/01/24,21/08/24,Emerging Wealth,Group 2,Group 4,WEEKDAY - RESTING TIME
PROMO_5454,SOLARIA,Others/Miscellaneous (Promo lainnya),Perempuan,Islam,Balikpapan,19/02/24,15/10/24,Mature High Networth,Group 2,Group 4,WEEKEND - WEEKEND
PROMO_5455,ERAFONE,Others/Miscellaneous (Promo lainnya),Laki-laki,Hindu,Makassar,23/02/24,30/10/24,Wealthy Achievers,Group 3,Group 3,WEEKDAY - WORKING TIME
PROMO_5456,SHOPEE,E-Commerce,Perempuan,Konghucu,Jakarta,15/01/24,09/10/24,Young Gen & Early Jobber,Group 5,Group 5,WEEKDAY - WORKING TIME
PROMO_5457,SOLARIA,Others/Miscellaneous (Promo lainnya),Laki-laki,Islam,Malang,26/02/24,19/09/24,Working Professionals,Group 1,Group 4,WEEKDAY - WORKING TIME
PROMO_5458,TUKU,Gaya Hidup,Laki-laki,Konghucu,Makassar,31/01/24,06/07/24,Minimal,Group 2,Group 1,WEEKDAY - WORKING TIME
PROMO_5459,TUKU,E-Commerce,Laki-laki,Hindu,Surabaya,16/03/24,02/07/24,Wealthy Achievers,Group 4,Group 1,WEEKDAY - WORKING TIME
PROMO_5460,DAYTRANS,Telco,Perempuan,Buddha,Balikpapan,31/01/24,20/07/24,Young Gen & Early Jobber,Group 3,Group 5,WEEKDAY - TRAVELING TIME
PROMO_5461,SHOPEE,Gadget dan Elektronik,Laki-laki,Hindu,Yogyakarta,23/03/24,10/05/24,Silver Ager,Group 4,Group 2,WEEKEND - WEEKEND
PROMO_5462,IBOX,Gadget dan Elektronik,Perempuan,Hindu,Makassar,11/02/24,28/06/24,Working Professionals,Group 2,Group 2,WEEKDAY - WORKING TIME
PROMO_5463,IBOX,Gaya Hidup,Perempuan,Hindu,Balikpapan,14/01/24,30/07/24,Wealthy Achievers,Group 3,Group 5,WEEKDAY - WORKING TIME
PROMO_5464,DAYTRANS,Travel dan Transportasi,Laki-laki,Konghucu,Balikpapan,05/02/24,13/07/24,Young Gen & Early Jobber,Group 1,Group 2,WEEKDAY - TRAVELING TIME
PROMO_5465,GUARDIAN,Gaya Hidup,Perempuan,Hindu,Medan,01/01/24,19/09/24,Silver Ager,Group 5,Group 4,WEEKDAY - TRAVELING TIME
PROMO_5466,ERAFONE,Gaya Hidup,Perempuan,Katolik,Bandung,02/02/24,15/09/24,Minimal,Group 3,Group 3,WEEKDAY - TRAVELING TIME
PROMO_5467,FORE,Gaya Hidup,Perempuan,Kristen,Medan,17/01/24,01/06/24,Working Professionals,Group 4,Group 3,WEEKEND - WEEKEND
PROMO_5468,GUARDIAN,Telco,Perempuan,Konghucu,Malang,08/03/24,29/07/24,Minimal,Group 5,Group 1,WEEKDAY - TRAVELING TIME
PROMO_5469,FORE,E-Commerce,Laki-laki,Agama Lainnya,Palembang,03/03/24,23/05/24,Mature High Networth,Group 3,Group 5,WEEKDAY - TRAVELING TIME
PROMO_5470,FORE,Gaya Hidup,Laki-laki,Konghucu,Malang,02/01/24,23/10/24,Silver Ager,Group 2,Group 5,WEEKDAY - RESTING TIME
PROMO_5471,ERAFONE,Gaya Hidup,Perempuan,Agama Lainnya,Medan,05/03/24,04/05/24,Working Professionals,Group 1,Group 5,WEEKDAY - TRAVELING TIME
PROMO_5472,TUKU,Gaya Hidup,Perempuan,Konghucu,Jakarta,18/03/24,21/05/24,Young Gen & Early Jobber,Group 1,Group 2,WEEKDAY - WORKING TIME
PROMO_5473,ERAFONE,Makanan dan Minuman,Laki-laki,Agama Lainnya,Bandung,16/02/24,20/10/24,Emerging Wealth,Group 1,Group 5,WEEKDAY - RESTING TIME
PROMO_5474,TUKU,E-Commerce,Perempuan,Kristen,Yogyakarta,13/03/24,11/07/24,Silver Ager,Group 5,Group 5,WEEKDAY - TRAVELING TIME
PROMO_5475,SOCIOLLA,Gaya Hidup,Perempuan,Katolik,Medan,11/03/24,15/05/24,Silver Ager,Group 4,Group 4,WEEKDAY - TRAVELING TIME
PROMO_5476,INDOMARET,Makanan dan Minuman,Laki-laki,Katolik,Balikpapan,18/03/24,25/10/24,Emerging Wealth,Group 4,Group 2,WEEKEND - WEEKEND
PROMO_5477,DAYTRANS,E-Commerce,Laki-laki,Islam,Nasional,02/01/24,15/05/24,Young Gen & Early Jobber,Group 3,Group 5,WEEKDAY - WORKING TIME
PROMO_5478,IBOX,Makanan dan Minuman,Laki-laki,Katolik,Papua,11/03/24,31/08/24,Silver Ager,Group 2,Group 3,WEEKDAY - WORKING TIME
PROMO_5479,INDOMARET,Travel dan Transportasi,Laki-laki,Hindu,Denpasar,03/02/24,16/06/24,Working Professionals,Group 5,Group 4,WEEKDAY - WORKING TIME
PROMO_5480,FORE,Makanan dan Minuman,Perempuan,Konghucu,Manado,11/03/24,31/07/24,Working Professionals,Group 1,Group 4,WEEKEND - WEEKEND
PROMO_5481,ERAFONE,Travel dan Transportasi,Laki-laki,Islam,Makassar,14/03/24,26/10/24,Wealthy Achievers,Group 5,Group 1,WEEKEND - WEEKEND
PROMO_5482,SOCIOLLA,E-Commerce,Perempuan,Katolik,Yogyakarta,01/01/24,10/06/24,Wealthy Achievers,Group 5,Group 5,WEEKDAY - WORKING TIME
PROMO_5483,ERAFONE,Kesehatan dan Kecantikan,Perempuan,Hindu,Palembang,18/03/24,29/10/24,Wealthy Achievers,Group 4,Group 3,WEEKDAY - TRAVELING TIME
PROMO_5484,INDOMARET,Travel dan Transportasi,Perempuan,Hindu,Balikpapan,15/02/24,12/08/24,Wealthy Achievers,Group 5,Group 1,WEEKDAY - WORKING TIME
PROMO_5485,FORE,Travel dan Transportasi,Perempuan,Agama Lainnya,Papua,07/01/24,09/10/24,All Segment,Group 5,Group 2,WEEKDAY - TRAVELING TIME
PROMO_5486,FORE,Others/Miscellaneous (Promo lainnya),Laki-laki,Kristen,Balikpapan,17/01/24,23/10/24,Silver Ager,Group 1,Group 2,WEEKDAY - RESTING TIME
PROMO_5487,ALFAMART,Makanan dan Minuman,Perempuan,Konghucu,Medan,05/02/24,18/05/24,Working Professionals,Group 1,Group 4,WEEKEND - WEEKEND
PROMO_5488,GUARDIAN,Travel dan Transportasi,Laki-laki,Katolik,Denpasar,11/02/24,01/10/24,Silver Ager,Group 3,Group 5,WEEKDAY - RESTING TIME
PROMO_5489,TUKU,Travel dan Transportasi,Perempuan,Kristen,Malang,11/02/24,24/08/24,Working Professionals,Group 4,Group 1,WEEKDAY - TRAVELING TIME
PROMO_5490,SOCIOLLA,Others/Miscellaneous (Promo lainnya),Laki-laki,Islam,Yogyakarta,25/01/24,17/06/24,Young Gen & Early Jobber,Group 2,Group 1,WEEKEND - WEEKEND
PROMO_5491,DAYTRANS,Gadget dan Elektronik,Laki-laki,Buddha,Jakarta,14/02/24,19/05/24,Emerging Wealth,Group 1,Group 5,WEEKDAY - WORKING TIME
PROMO_5492,IBOX,E-Commerce,Perempuan,Buddha,Palembang,31/01/24,16/07/24,Minimal,Group 4,Group 1,WEEKEND - WEEKEND
PROMO_5493,ERAFONE,Makanan dan Minuman,Laki-laki,Buddha,Denpasar,25/01/24,09/08/24,Wealthy Achievers,Group 2,Group 4,WEEKEND - WEEKEND
PROMO_5494,FORE,Telco,Laki-laki,Islam,Denpasar,16/02/24,23/06/24,All Segment,Group 2,Group 1,WEEKEND - WEEKEND
PROMO_5495,IBOX,Others/Miscellaneous (Promo lainnya),Laki-laki,Agama Lainnya,Jakarta,02/02/24,12/07/24,All Segment,Group 4,Group 4,WEEKDAY - WORKING TIME
PROMO_5496,SOCIOLLA,Gadget dan Elektronik,Perempuan,Kristen,Padang,18/01/24,03/07/24,Young Gen & Early Jobber,Group 3,Group 2,WEEKDAY - WORKING TIME
PROMO_5497,ALFAMART,Makanan dan Minuman,Laki-laki,Katolik,Palembang,26/03/24,13/08/24,Minimal,Group 3,Group 3,WEEKDAY - WORKING TIME
PROMO_5498,DAYTRANS,Gaya Hidup,Laki-laki,Agama Lainnya,Palembang,12/01/24,19/09/24,Minimal,Group 3,Group 5,WEEKDAY - WORKING TIME
PROMO_5499,ALFAMART,Travel dan Transportasi,Perempuan,Islam,Semarang,07/02/24,12/10/24,Minimal,Group 2,Group 3,WEEKDAY - RESTING TIME
PROMO_5500,SHOPEE,Gaya Hidup,Laki-laki,Katolik,Padang,28/03/24,21/10/24,Mature High Networth,Group 5,Group 3,WEEKDAY - TRAVELING TIME
PROMO_5501,IBOX,Telco,Perempuan,Hindu,Jakarta,05/02/24,03/07/24,Emerging Wealth,Group 3,Group 3,WEEKDAY - TRAVELING TIME
PROMO_5502,GUARDIAN,Others/Miscellaneous (Promo lainnya),Perempuan,Kristen,Surabaya,13/03/24,01/08/24,Silver Ager,Group 2,Group 2,WEEKDAY - TRAVELING TIME
